palabra,sentimiento
atrevimiento,confianza
atrocidad,enfado
atrocidad,asco
atrocidad,miedo
atrocidad,negativo
atrocidad,tristeza
atrofia,asco
atrofia,miedo
atrofia,negativo
atrofia,tristeza
atropello,enfado
atropello,asco
atropello,negativo
atroz,enfado
atroz,asco
atroz,negativo
atroz,negativo
aturdida,negativo
aturdida,negativo
aturdida,miedo
aturdida,negativo
aturdida,sorpresa
aturdido,negativo
aturdido,negativo
aturdido,miedo
aturdido,negativo
aturdido,sorpresa
audacia,negativo
audacia,positivo
audaz,miedo
audaz,positivo
audición,miedo
audición,negativo
audiencia,anticipación
auditor,miedo
auditor,confianza
aullida,enfado
aullida,asco
aullida,miedo
aullida,negativo
aullida,tristeza
aullida,sorpresa
aullido,enfado
aullido,asco
aullido,miedo
aullido,negativo
aullido,tristeza
aullido,sorpresa
aumentar,positivo
aumentar,miedo
aumentar,negativo
aura,positivo
ausencia,miedo
ausencia,negativo
ausencia,tristeza
ausencia,negativo
ausente,negativo
ausente,tristeza
ausente,negativo
ausente,tristeza
austeridad,negativo
austero,miedo
austero,negativo
austero,tristeza
austero,negativo
autenticación,confianza
autenticar,confianza
autenticidad,positivo
autenticidad,confianza
auténtico,alegría
auténtico,positivo
auténtico,confianza
auténtico,positivo
auténtico,confianza
autobuses,alegría
autobuses,positivo
autocrático,negativo
automático,confianza
autopsia,asco
autopsia,miedo
autopsia,negativo
autopsia,tristeza
autor,positivo
autor,confianza
autor,enfado
autor,asco
autor,miedo
autor,negativo
autor,tristeza
autoridad,positivo
autoridad,confianza
autoritario,positivo
autoritario,confianza
autorización,positivo
autorización,confianza
autorizada,positivo
autorizada,confianza
autorizada,positivo
autorizado,positivo
autorizado,confianza
autorizado,positivo
autorizar,confianza
autorizar,positivo
avalancha,miedo
avalancha,negativo
avalancha,tristeza
avalancha,sorpresa
avanzada,miedo
avanzada,positivo
avanzado,positivo
avanzar,anticipación
avanzar,miedo
avanzar,alegría
avanzar,positivo
avanzar,sorpresa
avaricia,enfado
avaricia,asco
avaricia,negativo
avaro,anticipación
avaro,negativo
avatar,positivo
aventura amorosa,anticipación
aventura amorosa,alegría
aventura amorosa,positivo
aventura amorosa,confianza
aventuras,anticipación
aventuras,positivo
aventurero,positivo
avergonzada,asco
avergonzada,negativo
avergonzada,tristeza
avergonzado,asco
avergonzado,negativo
avergonzado,tristeza
avergonzar,negativo
avergonzar,tristeza
aversión,enfado
aversión,asco
aversión,miedo
aversión,negativo
aversión,asco
aversión,negativo
axioma,confianza
axiomático,confianza
ayuda,positivo
ayudando,positivo
ayudante,positivo
ayudante,confianza
ayudar,positivo
ayudar,confianza
azogue,negativo
azogue,sorpresa
azotaina,enfado
azotar,enfado
azotar,asco
azotar,miedo
azotar,negativo
azotar,tristeza
azotar,enfado
azotar,miedo
azotar,negativo
azotar,tristeza
azotar,enfado
azotar,miedo
azotar,negativo
azotar,tristeza
azúcar,positivo
azucarada,positivo
azucarado,positivo
azufre,enfado
azufre,miedo
azufre,negativo
azul,tristeza
babear,asco
babosa,asco
babosa,negativo
baboso,asco
baboso,negativo
babuino,asco
babuino,negativo
bachillerato,positivo
bacteria,asco
bacteria,miedo
bacteria,negativo
bacterias,asco
bacterias,miedo
bacterias,negativo
bacterias,tristeza
bala,miedo
bala,negativo
balada,positivo
balbucear,negativo
balbuceo,negativo
ballet,positivo
baloncesto,anticipación
baloncesto,alegría
baloncesto,positivo
bálsamo,anticipación
bálsamo,alegría
bálsamo,negativo
bálsamo,positivo
bálsamo,positivo
bancarrota,enfado
bancarrota,asco
bancarrota,miedo
bancarrota,negativo
bancarrota,tristeza
banco,confianza
bandera,positivo
bandida,negativo
bandido,negativo
banquero,confianza
banquete,anticipación
banquete,alegría
banquete,positivo
banshee,enfado
banshee,asco
banshee,miedo
banshee,negativo
banshee,tristeza
bañera,positivo
baño,asco
baño,negativo
barato,negativo
barato,positivo
barbarie,negativo
bárbaro,miedo
bárbaro,negativo
bárbaro,enfado
bárbaro,asco
bárbaro,miedo
bárbaro,negativo
barbecho,negativo
barda,positivo
bardo,positivo
barman,confianza
barra,miedo
barra,positivo
barra,confianza
barra oblicua,enfado
barranco,miedo
barrera,enfado
barrera,negativo
barricada,miedo
barricada,negativo
barrio,anticipación
barrio bajo,asco
barrio bajo,negativo
barro,negativo
base,confianza
base,positivo
base,confianza
bastante,positivo
bastante,confianza
bastarda,asco
bastarda,negativo
bastarda,tristeza
bastardo,asco
bastardo,negativo
bastardo,tristeza
bastión,enfado
bastión,positivo
basura,asco
basura,negativo
basura,negativo
basura,asco
basura,negativo
basura,asco
basura,negativo
basura,tristeza
basurero,negativo
batalla,enfado
batalla,negativo
batallón,enfado
batea,anticipación
batería,enfado
batería,negativo
bautismal,alegría
bautismal,positivo
bautismo,positivo
bayoneta,enfado
bayoneta,miedo
bayoneta,negativo
bebé,alegría
bebé,positivo
bebida,positivo
bebida,negativo
bebida alcohólica,negativo
beca,confianza
beca,alegría
beca,positivo
becerro,alegría
becerro,positivo
becerro,confianza
belicoso,enfado
belicoso,miedo
belicoso,negativo
beligerante,enfado
beligerante,miedo
beligerante,negativo
belleza,alegría
belleza,positivo
bendecir,anticipación
bendecir,alegría
bendecir,positivo
bendecir,confianza
bendición,anticipación
bendición,alegría
bendición,positivo
bendición,confianza
bendición,positivo
bendición,alegría
bendición,positivo
bendición,sorpresa
bendiciones,anticipación
bendiciones,alegría
bendiciones,positivo
bendiciones,sorpresa
bendiciones,confianza
bendito,alegría
bendito,positivo
benefactor,positivo
benefactor,confianza
beneficio,positivo
beneficioso,positivo
benevolencia,alegría
benevolencia,positivo
benevolencia,confianza
benigno,alegría
benigno,positivo
beso,anticipación
beso,alegría
beso,positivo
beso,sorpresa
bestia,enfado
bestia,miedo
bestia,negativo
bestial,asco
bestial,miedo
bestial,negativo
bestial,asco
bestial,miedo
bestial,negativo
bíblico,positivo
biblioteca,positivo
bicho raro,miedo
bicho raro,negativo
bien proporcionada,positivo
bien proporcionado,positivo
bienal,anticipación
bienes,positivo
bienes,positivo
bienvenida,alegría
bienvenida,positivo
bienvenido,alegría
bienvenido,positivo
bilingüe,positivo
bilis,enfado
bilis,asco
bilis,negativo
biopsia,miedo
biopsia,negativo
bis,positivo
bisturí,miedo
bisturí,negativo
blanco,anticipación
blanco,alegría
blanco,positivo
blanco,confianza
blancura,alegría
blancura,positivo
blasfemia,enfado
blasfemia,negativo
blasfemia,enfado
blasfemia,negativo
blasfemo,enfado
blasfemo,asco
blasfemo,negativo
blindada,miedo
blindado,miedo
bloqueo,enfado
bloqueo,miedo
bloqueo,negativo
bloqueo,tristeza
blues,miedo
blues,negativo
blues,tristeza
bluff,negativo
bobo,negativo
boca,sorpresa
bocada,negativo
bocada,asco
bocado,negativo
bocado,asco
bochornoso,positivo
bofetada,enfado
bofetada,negativo
bofetada,sorpresa
boicotear,negativo
bola de fuego,positivo
bomba,enfado
bomba,miedo
bomba,negativo
bomba,tristeza
bomba,sorpresa
bombardeada,asco
bombardeada,negativo
bombardeado,asco
bombardeado,negativo
bombardear,enfado
bombardear,miedo
bombardear,negativo
bombardeo,enfado
bombardeo,miedo
bombardeo,negativo
bombardeo,miedo
bombardeo,tristeza
bombardeo aéreo,sorpresa
bombero,confianza
bonanza,alegría
bonanza,positivo
bondad,anticipación
bondad,alegría
bondad,positivo
bondad,sorpresa
bondad,confianza
bonita,anticipación
bonita,alegría
bonita,positivo
bonita,confianza
bonne,positivo
borde,anticipación
borde,miedo
borde,negativo
borracho,asco
borracho,negativo
borrada,enfado
borrada,miedo
borrada,negativo
borrado,enfado
borrado,miedo
borrado,negativo
borrador,anticipación
borrar,miedo
borrar,negativo
borroso,negativo
bostezando,negativo
bostezo,negativo
bote,anticipación
bote,alegría
bote,positivo
bote,sorpresa
botín,negativo
bovino,asco
bovino,negativo
boxeo,enfado
boya,positivo
bozal,miedo
bozal,negativo
bragas,confianza
braguero,confianza
brandy,negativo
bravata,negativo
brecha,negativo
bribón,enfado
bribón,asco
bribón,miedo
bribón,negativo
brida,confianza
brigada,miedo
brigada,negativo
brillante,anticipación
brillante,alegría
brillante,positivo
brillante,confianza
brillante,positivo
brillante,anticipación
brillante,alegría
brillante,positivo
brillar,anticipación
brillar,alegría
brillar,positivo
brillar,confianza
brillar,positivo
brillar,anticipación
brillar,alegría
brillar,positivo
brillar,sorpresa
brillo,positivo
brillo,positivo
brindis,alegría
brindis,positivo
brío,positivo
brío,positivo
brocada,positivo
brocado,positivo
broma,alegría
broma,positivo
broma,sorpresa
broma,negativo
broma,negativo
broma,sorpresa
bromas,positivo
bromista,alegría
bromista,positivo
bromista,sorpresa
bronceada,positivo
bronceado,positivo
brujo,asco
brujo,miedo
brujo,negativo
brujo,enfado
brujo,asco
brujo,miedo
brujo,negativo
bruja,asco
bruja,miedo
bruja,negativo
bruja,enfado
bruja,asco
bruja,miedo
bruja,negativo
brujería,anticipación
brujería,miedo
brujería,negativo
brujería,sorpresa
brujería,enfado
brujería,miedo
brujería,negativo
brujería,tristeza
brujo,miedo
brújula,confianza
brusco,enfado
brusco,asco
brusco,negativo
brutal,enfado
brutal,miedo
brutal,negativo
brutalidad,enfado
brutalidad,miedo
brutalidad,negativo
bruto,enfado
bruto,miedo
bruto,negativo
bruto,tristeza
bruto,asco
bruto,negativo
buena voluntad,positivo
buen,anticipación
buen,alegría
buen,positivo
buen,sorpresa
buen,confianza
buena,anticipación
buena,alegría
buena,positivo
buena,sorpresa
buena,confianza
buenas,anticipación
buenas,alegría
buenas,positivo
buenas,sorpresa
buenas,confianza
decente,positivo
bueno,anticipación
bueno,alegría
bueno,positivo
bueno,sorpresa
bueno,confianza
buenos,anticipación
buenos,alegría
buenos,positivo
buenos,sorpresa
buenos,confianza
buffet,enfado
buffet,negativo
bufida,tristeza
bufido,tristeza
bugle,anticipación
buitre,asco
buitre,miedo
buitre,negativo
bulboso,negativo
buldog,positivo
bullicioso,enfado
bullicioso,anticipación
bullicioso,alegría
bullicioso,negativo
bullicioso,positivo
bulto,negativo
bumerang,anticipación
bumerang,confianza
búnker,miedo
buque insignia,confianza
burdel,asco
burdel,negativo
burke,enfado
burke,asco
burke,miedo
burke,negativo
burke,tristeza
burla,negativo
burla,positivo
burla,enfado
burla,asco
burla,negativo
burla,enfado
burla,asco
burla,negativo
burla,enfado
burla,asco
burla,negativo
burlas,asco
burlas,negativo
burlas,enfado
burlas,miedo
burlas,negativo
burlesco,sorpresa
burlón,enfado
burlón,asco
burlón,negativo
burlón,tristeza
burocracia,negativo
burocracia,confianza
burócrata,asco
burócrata,negativo
burro,asco
burro,negativo
buscar,anticipación
buscar a tientas,negativo
búsqueda,anticipación
búsqueda,positivo
cábala,miedo
cábala,negativo
caballería,positivo
caballero,enfado
caballero,asco
caballero,miedo
caballero,negativo
caballero,positivo
caballo,confianza
cabestro,enfado
cabestro,miedo
cabestro,negativo
cabestro,tristeza
cabildero,negativo
cable,sorpresa
cacofonía,enfado
cacofonía,asco
cacofonía,negativo
cadáver,asco
cadáver,miedo
cadáver,negativo
cadáver,tristeza
cadáver,sorpresa
cadáver,asco
cadáver,negativo
cadáver,tristeza
café,positivo
caída,miedo
caída,negativo
caída,tristeza
caída,negativo
caída,negativo
caído,negativo
cajero,confianza
calambre,anticipación
calambre,negativo
calamidad,tristeza
calculador,negativo
calculadora,positivo
calculadora,confianza
cálculo,anticipación
calibrar,confianza
caliente,enfado
calificada,positivo
calificada,confianza
calificado,positivo
calificado,confianza
calificativo,positivo
calina,miedo
calina,negativo
callejear,asco
callejear,negativo
calloso,enfado
calloso,asco
calloso,negativo
calma,positivo
calma,positivo
calma,anticipación
calmante,alegría
calmante,positivo
calmante,confianza
calmar,positivo
calmar,negativo
calmar,positivo
calumnia,enfado
calumnia,asco
calumnia,negativo
calumnia,enfado
calumnia,asco
calumnia,negativo
calumnia,tristeza
camada,negativo
camarada,positivo
camarada,confianza
cambiable,anticipación
cambiable,sorpresa
cambio,miedo
camilla,miedo
camilla,tristeza
camión,confianza
campanero,enfado
campanero,negativo
campeón,anticipación
campeón,alegría
campeón,positivo
campeón,confianza
campo de batalla,miedo
campo de batalla,negativo
camuflada,sorpresa
camuflado,sorpresa
camuflaje,sorpresa
canal,asco
canalla,enfado
canalla,asco
canalla,negativo
canalla,enfado
canalla,asco
canalla,miedo
canalla,negativo
canalla,asco
canalla,negativo
canario,positivo
cancelar,negativo
cancelar,tristeza
cáncer,enfado
cáncer,asco
cáncer,miedo
cáncer,negativo
cáncer,tristeza
canciller,confianza
cancioneta,alegría
cancioneta,positivo
candidato,positivo
canguelo,negativo
canguelo,tristeza
caníbal,asco
caníbal,miedo
caníbal,negativo
canibalismo,asco
canibalismo,negativo
canones,confianza
canoso,negativo
canoso,tristeza
cansada,negativo
cansada,negativo
cansada,negativo
cansada,tristeza
cansada,negativo
cansada,tristeza
cansado,negativo
cansado,negativo
cansado,negativo
cansado,tristeza
cansado,negativo
cansado,tristeza
cansancio,negativo
cansancio,negativo
cansancio,tristeza
canta,anticipación
canta,alegría
canta,positivo
canta,tristeza
canta,confianza
canto,enfado
canto,anticipación
canto,alegría
canto,positivo
canto,sorpresa
caña,enfado
caña,miedo
caña,miedo
cañón,enfado
cañón,miedo
cañón,negativo
caos,enfado
caos,miedo
caos,negativo
caos,tristeza
caótico,enfado
caótico,negativo
capa,positivo
capacidad,positivo
capataz,positivo
capellán,confianza
capitalista,positivo
capitán,positivo
capricho,anticipación
capricho,alegría
capricho,negativo
capricho,sorpresa
caprichoso,alegría
captura,sorpresa
capturar,negativo
capucha,enfado
capucha,asco
capucha,miedo
capucha,negativo
característica,positivo
carcaj,miedo
carcaj,negativo
cárcel,negativo
cárcel,miedo
cárcel,negativo
cárcel,tristeza
cárcel,miedo
cárcel,negativo
cárcel,tristeza
carcinoma,miedo
carcinoma,negativo
carcinoma,tristeza
carente,negativo
carga,negativo
cargada,negativo
cargada,negativo
cargado,negativo
cargado,negativo
cargador,positivo
caricatura,negativo
caricia,positivo
caridad,alegría
caridad,positivo
caries,asco
caries,negativo
cariño,alegría
cariño,positivo
cariño,positivo
caritativo,anticipación
caritativo,alegría
caritativo,positivo
caritativo,confianza
carnal,negativo
carne,asco
carnicería,enfado
carnicería,asco
carnicería,miedo
carnicería,negativo
carnicería,tristeza
carnicería,sorpresa
carnicero,enfado
carnicero,asco
carnicero,miedo
carnicero,negativo
carnívoro,miedo
carnívoro,negativo
carnoso,negativo
carrera,anticipación
carrera,positivo
carrera,miedo
carrera,negativo
carrera,tristeza
carretilla,asco
carril,enfado
carril,anticipación
carril,negativo
carta,anticipación
cartel,negativo
cartel,sorpresa
cartucho,miedo
casa,positivo
casamentero,anticipación
casar,anticipación
casar,miedo
casar,alegría
casar,positivo
casar,sorpresa
casar,confianza
cascada,positivo
cáscara,enfado
cáscara,miedo
cáscara,negativo
cáscara,tristeza
cáscara,sorpresa
casco,miedo
casco,positivo
casco,asco
caso,miedo
caso,negativo
caso,tristeza
caspa,negativo
casta,negativo
castidad,anticipación
castidad,positivo
castidad,confianza
castigada,enfado
castigada,anticipación
castigada,asco
castigada,miedo
castigada,negativo
castigada,tristeza
castigado,enfado
castigado,anticipación
castigado,asco
castigado,miedo
castigado,negativo
castigado,tristeza
castigar,miedo
castigar,negativo
castigo,negativo
castigo,enfado
castigo,asco
castigo,miedo
castigo,negativo
casucha,negativo
catarata,anticipación
catarata,miedo
catarata,negativo
catarata,tristeza
catártico,positivo
catástrofe,enfado
catástrofe,asco
catástrofe,miedo
catástrofe,negativo
catástrofe,tristeza
catástrofe,sorpresa
catecismo,asco
cátedra,confianza
catedral,alegría
catedral,positivo
catedral,confianza
categórico,positivo
catéter,negativo
cautelosamente,miedo
cautelosamente,positivo
cauteloso,anticipación
cauteloso,miedo
cauteloso,positivo
cauteloso,confianza
cauteloso,anticipación
cauteloso,miedo
cauteloso,negativo
cauteloso,sorpresa
cauteloso,miedo
cautivador,positivo
cautivar,anticipación
cautivar,alegría
cautivar,positivo
cautivar,sorpresa
cautivar,confianza
cautiverio,negativo
cautiverio,negativo
cautiverio,tristeza
cautivo,miedo
cautivo,negativo
cautivo,tristeza
cayó,negativo
cayó,tristeza
caza,enfado
caza,anticipación
caza,miedo
caza,negativo
